Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Sub-Category,Product Name,Sales,Order Date Shamsi,Ship Date Shamsi,lag_1_sales,cat_Furniture,cat_Office Supplies,cat_Technology,order_month
7481,CA-2015-167199,2015-01-06,2015-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,OFF-PA-10000955,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6.54,1393/10/16,1393/10/20,391.98,False,True,False,1
7480,CA-2015-167199,2015-01-06,2015-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,OFF-FA-10001883,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,1393/10/16,1393/10/20,6.54,False,True,False,1
7479,CA-2015-167199,2015-01-06,2015-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,TEC-PH-10004539,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,1393/10/16,1393/10/20,31.12,False,False,True,1
7662,CA-2015-105417,2015-01-07,2015-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340.0,Central,OFF-BI-10003708,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,1393/10/17,1393/10/22,755.96,False,True,False,1
7661,CA-2015-105417,2015-01-07,2015-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340.0,Central,FUR-FU-10004864,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,1393/10/17,1393/10/22,10.43,True,False,False,1
594,CA-2015-135405,2015-01-09,2015-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,TEC-AC-10001266,Accessories,Memorex Micro Travel Drive 8 GB,31.2,1393/10/19,1393/10/23,76.728,False,False,True,1
593,CA-2015-135405,2015-01-09,2015-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-AR-10004078,Art,Newell 312,9.344,1393/10/19,1393/10/23,31.2,False,True,False,1
867,CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-FU-10000965,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1393/10/20,1393/10/25,9.344,True,False,False,1
866,CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-LA-10004272,Labels,Avery 482,2.89,1393/10/20,1393/10/25,51.94,False,True,False,1
717,CA-2015-130092,2015-01-11,2015-01-14,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901.0,East,FUR-FU-10000010,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,1393/10/21,1393/10/24,2.89,True,False,False,1
9629,CA-2015-118192,2015-01-13,2015-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055.0,East,OFF-PA-10002947,Paper,Xerox 1923,37.408,1393/10/23,1393/10/28,9.94,False,True,False,1
4940,CA-2015-157147,2015-01-13,2015-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10003514,Art,4009 Highlighters by Sanford,19.9,1393/10/23,1393/10/28,37.408,False,True,False,1
2979,CA-2015-109232,2015-01-13,2015-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464.0,South,FUR-CH-10000422,Chairs,Global Highback Leather Tilter in Burgundy,545.94,1393/10/23,1393/10/26,19.9,True,False,False,1
4939,CA-2015-157147,2015-01-13,2015-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,FUR-BO-10003034,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,1393/10/23,1393/10/28,545.94,True,False,False,1
764,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111.0,South,OFF-EN-10001990,Envelopes,Staple envelope,11.36,1393/10/23,1393/10/25,333.999,False,True,False,1
765,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111.0,South,OFF-EN-10001532,Envelopes,Brown Kraft Recycled Envelopes,50.94,1393/10/23,1393/10/25,11.36,False,True,False,1
766,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111.0,South,TEC-AC-10003174,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,1393/10/23,1393/10/25,50.94,False,False,True,1
767,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111.0,South,OFF-BI-10004187,Binders,3-ring staple pack,5.64,1393/10/23,1393/10/25,646.74,False,True,False,1
768,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111.0,South,OFF-ST-10000025,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,1393/10/23,1393/10/25,5.64,False,True,False,1
9630,CA-2015-118192,2015-01-13,2015-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055.0,East,OFF-BI-10003476,Binders,Avery Metallic Poly Binders,3.438,1393/10/23,1393/10/28,572.58,False,True,False,1
4938,CA-2015-157147,2015-01-13,2015-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10000078,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,1393/10/23,1393/10/28,3.438,False,True,False,1
6475,CA-2015-149524,2015-01-14,2015-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10003433,Bookcases,Sauder Cornerstone Collection Library,61.96,1393/10/24,1393/10/25,1325.85,True,False,False,1
1914,CA-2015-103366,2015-01-15,2015-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10003628,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,1393/10/25,1393/10/27,61.96,False,False,True,1
971,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10001095,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,1393/10/26,1393/10/28,149.95,True,False,False,1
972,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Phones,AT&T 841000 Phone,124.2,1393/10/26,1393/10/28,127.104,False,False,True,1
974,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10001074,Labels,Round Specialty Laser Printer Labels,30.072,1393/10/26,1393/10/28,124.2,False,True,False,1
973,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001575,Binders,GBC Linen Binding Covers,18.588,1393/10/26,1393/10/28,30.072,False,True,False,1
5365,CA-2015-123477,2015-01-18,2015-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-AP-10000692,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,1393/10/28,1393/11/01,18.588,False,True,False,1
5464,CA-2015-146591,2015-01-19,2015-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-PA-10000659,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,1393/10/29,1393/10/30,64.864,False,True,False,1
5466,CA-2015-146591,2015-01-19,2015-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,FUR-BO-10001972,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,1393/10/29,1393/10/30,56.064,True,False,False,1
5465,CA-2015-146591,2015-01-19,2015-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002504,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,1393/10/29,1393/10/30,181.47,False,True,False,1
5463,CA-2015-146591,2015-01-19,2015-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10003676,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,1393/10/29,1393/10/30,108.72,False,True,False,1
6332,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-AR-10004456,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,1393/10/30,1393/11/06,32.34,False,True,False,1
6327,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10000760,Storage,Eldon Fold 'N Roll Cart System,13.98,1393/10/30,1393/11/06,43.92,False,True,False,1
7121,US-2015-147774,2015-01-20,2015-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-BI-10003091,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1393/10/30,1393/11/06,13.98,False,True,False,1
6334,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-BI-10004364,Binders,Storex Dura Pro Binders,29.7,1393/10/30,1393/11/06,67.194,False,True,False,1
6333,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,FUR-FU-10002268,Furnishings,Ultra Door Push Plate,14.73,1393/10/30,1393/11/06,29.7,True,False,False,1
6328,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,FUR-FU-10002918,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,1393/10/30,1393/11/06,14.73,True,False,False,1
6329,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-BI-10000605,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,1393/10/30,1393/11/06,272.94,False,True,False,1
6331,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10003123,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,1393/10/30,1393/11/06,19.05,False,True,False,1
6330,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-AP-10002311,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,1393/10/30,1393/11/06,66.58,False,True,False,1
5737,CA-2015-148614,2015-01-20,2015-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10002893,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,1393/10/30,1393/11/05,247.716,False,True,False,1
1127,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,FUR-CH-10002331,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,1393/10/30,1393/11/06,19.36,True,False,False,1
1124,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,FUR-FU-10003194,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,1393/10/30,1393/11/06,1067.94,True,False,False,1
1126,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-EN-10001539,Envelopes,Staple envelope,23.34,1393/10/30,1393/11/06,38.6,False,True,False,1
1122,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,TEC-PH-10001061,Phones,Apple iPhone 5C,699.93,1393/10/30,1393/11/06,23.34,False,False,True,1
1125,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-AR-10003811,Art,Newell 327,6.63,1393/10/30,1393/11/06,699.93,False,True,False,1
1123,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-AR-10002375,Art,Newell 351,22.96,1393/10/30,1393/11/06,6.63,False,True,False,1
5738,CA-2015-148614,2015-01-20,2015-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10003194,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,1393/10/30,1393/11/05,22.96,True,False,False,1
9156,CA-2015-102645,2015-01-23,2015-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115.0,West,OFF-PA-10001804,Paper,Xerox 195,40.08,1393/11/03,1393/11/08,19.3,False,True,False,1
2585,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10002103,Phones,Jabra SPEAK 410,187.98,1393/11/06,1393/11/11,40.08,False,False,True,1
2581,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-PA-10003072,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,1393/11/06,1393/11/11,187.98,False,True,False,1
2580,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-ST-10004337,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,1393/11/06,1393/11/11,19.44,False,True,False,1
2584,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,FUR-FU-10001847,Furnishings,Eldon Image Series Black Desk Accessories,12.42,1393/11/06,1393/11/11,489.92,True,False,False,1
2579,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,FUR-FU-10004587,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,1393/11/06,1393/11/11,12.42,True,False,False,1
2583,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10004833,Phones,Macally Suction Cup Mount,155.35,1393/11/06,1393/11/11,62.82,False,False,True,1
2582,US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-PA-10000380,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,1393/11/06,1393/11/11,155.35,False,True,False,1
8150,CA-2015-167997,2015-01-26,2015-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701.0,Central,OFF-BI-10001758,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,1393/11/06,1393/11/09,16.68,False,True,False,1
8151,CA-2015-167997,2015-01-26,2015-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701.0,Central,FUR-BO-10004409,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,1393/11/06,1393/11/09,10.68,True,False,False,1
3795,US-2015-117163,2015-01-27,2015-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.0,West,OFF-ST-10003692,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1393/11/07,1393/11/13,141.96,False,True,False,1
3796,US-2015-117163,2015-01-27,2015-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.0,West,FUR-TA-10003469,Tables,Balt Split Level Computer Training Table,333.0,1393/11/07,1393/11/13,57.23,True,False,False,1
3797,US-2015-117163,2015-01-27,2015-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.0,West,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,1393/11/07,1393/11/13,333.0,False,True,False,1
3084,CA-2015-100328,2015-01-28,2015-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10000343,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1393/11/08,1393/11/14,36.44,False,True,False,1
6389,CA-2015-134103,2015-01-30,2015-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-ST-10000991,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,1393/11/10,1393/11/15,3.928,False,True,False,1
6388,CA-2015-134103,2015-01-30,2015-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-PA-10001204,Paper,Xerox 1972,10.56,1393/11/10,1393/11/15,229.94,False,True,False,1
3366,CA-2015-115161,2015-01-31,2015-02-02,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691.0,West,FUR-BO-10003966,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,1393/11/11,1393/11/13,10.56,True,False,False,1
541,CA-2015-140795,2015-02-01,2015-02-03,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.0,Central,TEC-AC-10001432,Accessories,Enermax Aurora Lite Keyboard,468.9,1393/11/12,1393/11/14,290.666,False,False,True,2
1704,CA-2015-139857,2015-02-02,2015-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.0,West,OFF-FA-10001843,Fasteners,Staples,12.35,1393/11/13,1393/11/17,468.9,False,True,False,2
9139,CA-2015-123400,2015-02-02,2015-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710.0,South,TEC-PH-10002890,Phones,AT&T 17929 Lendline Telephone,180.96,1393/11/13,1393/11/20,12.35,False,False,True,2
9138,CA-2015-123400,2015-02-02,2015-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710.0,South,OFF-BI-10000666,Binders,Surelock Post Binders,18.336,1393/11/13,1393/11/20,180.96,False,True,False,2
1519,CA-2015-111059,2015-02-03,2015-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002827,Binders,Avery Durable Poly Binders,13.272,1393/11/14,1393/11/17,18.336,False,True,False,2
1518,CA-2015-111059,2015-02-03,2015-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10004593,Binders,Ibico Laser Imprintable Binding System Covers,83.84,1393/11/14,1393/11/17,13.272,False,True,False,2
8585,CA-2015-104808,2015-02-04,2015-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025.0,West,OFF-BI-10003676,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,1393/11/15,1393/11/19,83.84,False,True,False,2
1544,CA-2015-107181,2015-02-04,2015-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.0,West,OFF-BI-10004230,Binders,GBC Recycled Grain Textured Covers,82.896,1393/11/15,1393/11/19,17.248,False,True,False,2
1545,CA-2015-107181,2015-02-04,2015-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.0,West,OFF-PA-10000350,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,1393/11/15,1393/11/19,82.896,False,True,False,2
8981,CA-2015-108182,2015-02-06,2015-02-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441.0,Central,OFF-BI-10001196,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,1393/11/17,1393/11/21,34.24,False,True,False,2
1998,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,OFF-LA-10002787,Labels,Avery 480,15.0,1393/11/17,1393/11/20,8.952,False,True,False,2
2000,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10001615,Phones,AT&T CL82213,144.95,1393/11/17,1393/11/20,15.0,False,False,True,2
1999,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10003645,Phones,Aastra 57i VoIP phone,161.61,1393/11/17,1393/11/20,144.95,False,False,True,2
8736,US-2015-169390,2015-02-07,2015-02-10,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024.0,East,OFF-ST-10001558,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,1393/11/18,1393/11/21,161.61,False,True,False,2
850,CA-2015-107755,2015-02-07,2015-02-12,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036.0,East,TEC-AC-10000710,Accessories,Maxell DVD-RAM Discs,115.36,1393/11/18,1393/11/23,64.96,False,False,True,2
9267,CA-2015-125759,2015-02-08,2015-02-09,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031.0,West,FUR-FU-10002111,Furnishings,"Master Caster Door Stop, Large Brown",14.56,1393/11/19,1393/11/20,115.36,True,False,False,2
5631,CA-2015-127614,2015-02-11,2015-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,TEC-AC-10001432,Accessories,Enermax Aurora Lite Keyboard,234.45,1393/11/22,1393/11/26,14.56,False,False,True,2
9255,CA-2015-168368,2015-02-11,2015-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203.0,Central,FUR-CH-10001146,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1393/11/22,1393/11/26,234.45,True,False,False,2
9256,CA-2015-168368,2015-02-11,2015-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203.0,Central,OFF-LA-10004853,Labels,Avery 483,14.94,1393/11/22,1393/11/26,60.89,False,True,False,2
9258,CA-2015-168368,2015-02-11,2015-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203.0,Central,FUR-FU-10002298,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,1393/11/22,1393/11/26,14.94,True,False,False,2
5632,CA-2015-127614,2015-02-11,2015-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,FUR-TA-10003715,Tables,Hon 2111 Invitation Series Corner Table,1256.22,1393/11/22,1393/11/26,332.94,True,False,False,2
9259,CA-2015-168368,2015-02-11,2015-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203.0,Central,OFF-BI-10004654,Binders,VariCap6 Expandable Binder,51.9,1393/11/22,1393/11/26,1256.22,False,True,False,2
